timestamp,elapsed_seconds,process_name,pid,cpu_percent,memory_rss_mb,memory_percent
2025-12-10T00:01:47.680614,39.14,rq,9390,99.8,4624.66,59.21
2025-12-10T00:01:47.680614,39.14,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:48.984589,40.44,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:48.984589,40.44,rq,9390,99.8,4628.29,59.26
2025-12-10T00:01:48.984589,40.44,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:50.288976,41.75,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:50.288976,41.75,rq,9390,99.7,4631.91,59.31
2025-12-10T00:01:50.288976,41.75,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:51.593234,43.05,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:51.593234,43.05,rq,9390,99.7,4635.66,59.35
2025-12-10T00:01:51.593234,43.05,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:52.897318,44.35,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:52.897318,44.35,rq,9390,99.7,4638.91,59.4
2025-12-10T00:01:52.897318,44.35,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:54.201573,45.66,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:54.201573,45.66,rq,9390,99.7,4642.04,59.44
2025-12-10T00:01:54.201573,45.66,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:55.505800,46.96,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:55.505800,46.96,rq,9390,99.8,4645.16,59.48
2025-12-10T00:01:55.505800,46.96,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:56.810547,48.27,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:56.810547,48.27,rq,9390,99.7,4648.41,59.52
2025-12-10T00:01:56.810547,48.27,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:58.115108,49.57,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:58.115108,49.57,rq,9390,99.7,4651.79,59.56
2025-12-10T00:01:58.115108,49.57,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:01:59.419154,50.88,rq,2850,0.0,13.2,0.17
2025-12-10T00:01:59.419154,50.88,rq,9390,99.8,4655.04,59.6
2025-12-10T00:01:59.419154,50.88,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:00.723173,52.18,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:00.723173,52.18,rq,9390,99.8,4660.04,59.67
2025-12-10T00:02:00.723173,52.18,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:02.027063,53.48,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:02.027063,53.48,rq,9390,99.8,4665.41,59.73
2025-12-10T00:02:02.027063,53.48,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:03.331152,54.79,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:03.331152,54.79,rq,9390,99.7,4670.41,59.8
2025-12-10T00:02:03.331152,54.79,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:04.635269,56.09,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:04.635269,56.09,rq,9390,99.8,4675.66,59.87
2025-12-10T00:02:04.635269,56.09,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:05.939484,57.4,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:05.939484,57.4,rq,9390,99.7,4681.04,59.94
2025-12-10T00:02:05.939484,57.4,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:07.243733,58.7,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:07.243733,58.7,rq,9390,99.8,4686.54,60.01
2025-12-10T00:02:07.243733,58.7,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:08.547932,60.0,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:08.547932,60.0,rq,9390,99.8,4691.54,60.07
2025-12-10T00:02:08.547932,60.0,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:09.851802,61.31,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:09.851802,61.31,rq,9390,99.8,4696.79,60.14
2025-12-10T00:02:09.851802,61.31,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:11.155649,62.61,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:11.155649,62.61,rq,9390,99.7,4702.04,60.2
2025-12-10T00:02:11.155649,62.61,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:12.459976,63.92,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:12.459976,63.92,rq,9390,109.8,4707.16,60.27
2025-12-10T00:02:12.459976,63.92,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:13.764483,65.22,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:13.764483,65.22,rq,9390,99.8,4712.41,60.34
2025-12-10T00:02:13.764483,65.22,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:15.067778,66.52,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:15.067778,66.52,rq,9390,99.8,4717.29,60.4
2025-12-10T00:02:15.067778,66.52,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:16.371781,67.83,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:16.371781,67.83,rq,9390,99.8,4722.41,60.46
2025-12-10T00:02:16.371781,67.83,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:17.675846,69.13,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:17.675846,69.13,rq,9390,99.7,4727.79,60.53
2025-12-10T00:02:17.675846,69.13,uvicorn,27555,10.0,20.38,0.26
2025-12-10T00:02:18.979965,70.44,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:18.979965,70.44,rq,9390,99.8,4732.91,60.6
2025-12-10T00:02:18.979965,70.44,uvicorn,27555,0.0,20.38,0.26
2025-12-10T00:02:20.284163,71.74,rq,2850,0.0,12.45,0.16
2025-12-10T00:02:20.284163,71.74,rq,9390,398.6,6194.54,79.32
2025-12-10T00:02:20.284163,71.74,uvicorn,27555,0.0,18.5,0.24
2025-12-10T00:02:21.610435,73.07,rq,2850,0.0,11.7,0.15
2025-12-10T00:02:21.610435,73.07,rq,9390,239.2,4724.94,60.5
2025-12-10T00:02:21.610435,73.07,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:22.915305,74.37,rq,2850,0.0,11.7,0.15
2025-12-10T00:02:22.915305,74.37,rq,9390,308.9,4725.07,60.5
2025-12-10T00:02:22.915305,74.37,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:24.219818,75.68,rq,2850,0.0,11.7,0.15
2025-12-10T00:02:24.219818,75.68,rq,9390,179.5,4726.94,60.52
2025-12-10T00:02:24.219818,75.68,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:25.526384,76.98,rq,2850,0.0,11.7,0.15
2025-12-10T00:02:25.526384,76.98,rq,9390,298.8,4726.94,60.52
2025-12-10T00:02:25.526384,76.98,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:26.831183,78.29,rq,2850,0.0,11.7,0.15
2025-12-10T00:02:26.831183,78.29,rq,9390,249.2,4726.94,60.52
2025-12-10T00:02:26.831183,78.29,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:28.136004,79.59,rq,2850,0.0,11.7,0.15
2025-12-10T00:02:28.136004,79.59,rq,9390,169.6,4726.94,60.52
2025-12-10T00:02:28.136004,79.59,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:29.440225,80.9,rq,2850,0.0,11.7,0.15
2025-12-10T00:02:29.440225,80.9,rq,9390,239.3,4726.94,60.52
2025-12-10T00:02:29.440225,80.9,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:30.744709,82.2,rq,2850,0.0,11.95,0.15
2025-12-10T00:02:30.744709,82.2,rq,9390,99.8,4726.94,60.52
2025-12-10T00:02:30.744709,82.2,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:32.049488,83.51,rq,2850,0.0,11.95,0.15
2025-12-10T00:02:32.049488,83.51,rq,9390,298.7,4726.94,60.52
2025-12-10T00:02:32.049488,83.51,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:33.354597,84.81,rq,2850,0.0,11.95,0.15
2025-12-10T00:02:33.354597,84.81,rq,9390,239.3,4727.07,60.52
2025-12-10T00:02:33.354597,84.81,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:34.660955,86.12,rq,2850,0.0,11.95,0.15
2025-12-10T00:02:34.660955,86.12,rq,9390,99.8,4782.72,61.24
2025-12-10T00:02:34.660955,86.12,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:35.965199,87.42,rq,2850,0.0,11.95,0.15
2025-12-10T00:02:35.965199,87.42,rq,9390,399.1,4784.5,61.26
2025-12-10T00:02:35.965199,87.42,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:37.270230,88.73,rq,2850,0.0,11.95,0.15
2025-12-10T00:02:37.270230,88.73,rq,9390,398.9,4784.5,61.26
2025-12-10T00:02:37.270230,88.73,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:38.576004,90.03,rq,2850,0.0,11.95,0.15
2025-12-10T00:02:38.576004,90.03,rq,9390,398.7,4784.5,61.26
2025-12-10T00:02:38.576004,90.03,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:39.883513,91.34,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:39.883513,91.34,rq,9390,398.6,4784.5,61.26
2025-12-10T00:02:39.883513,91.34,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:41.190502,92.65,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:41.190502,92.65,rq,9390,398.9,4784.5,61.26
2025-12-10T00:02:41.190502,92.65,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:42.497274,93.95,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:42.497274,93.95,rq,9390,398.6,4784.5,61.26
2025-12-10T00:02:42.497274,93.95,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:43.803714,95.26,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:43.803714,95.26,rq,9390,119.6,4788.25,61.31
2025-12-10T00:02:43.803714,95.26,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:45.109004,96.57,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:45.109004,96.57,rq,9390,348.7,4788.25,61.31
2025-12-10T00:02:45.109004,96.57,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:46.414272,97.87,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:46.414272,97.87,rq,9390,398.4,4788.25,61.31
2025-12-10T00:02:46.414272,97.87,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:47.719933,99.18,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:47.719933,99.18,rq,9390,418.7,4788.25,61.31
2025-12-10T00:02:47.719933,99.18,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:49.024341,100.48,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:49.024341,100.48,rq,9390,388.8,4788.25,61.31
2025-12-10T00:02:49.024341,100.48,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:50.329163,101.79,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:50.329163,101.79,rq,9390,398.7,4788.25,61.31
2025-12-10T00:02:50.329163,101.79,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:51.634607,103.09,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:51.634607,103.09,rq,9390,399.0,4788.25,61.31
2025-12-10T00:02:51.634607,103.09,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:52.939518,104.4,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:52.939518,104.4,rq,9390,358.8,4788.25,61.31
2025-12-10T00:02:52.939518,104.4,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:54.246316,105.7,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:54.246316,105.7,rq,9390,398.8,4788.25,61.31
2025-12-10T00:02:54.246316,105.7,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:55.553759,107.01,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:55.553759,107.01,rq,9390,398.7,4788.62,61.31
2025-12-10T00:02:55.553759,107.01,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:56.860217,108.32,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:56.860217,108.32,rq,9390,408.4,4788.75,61.31
2025-12-10T00:02:56.860217,108.32,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:58.167492,109.62,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:58.167492,109.62,rq,9390,369.0,4788.75,61.31
2025-12-10T00:02:58.167492,109.62,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:02:59.472466,110.93,rq,2850,0.0,13.2,0.17
2025-12-10T00:02:59.472466,110.93,rq,9390,358.8,4788.75,61.31
2025-12-10T00:02:59.472466,110.93,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:03:00.779462,112.24,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:00.779462,112.24,rq,9390,388.7,4788.75,61.31
2025-12-10T00:03:00.779462,112.24,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:03:02.087374,113.54,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:02.087374,113.54,rq,9390,409.3,4788.75,61.31
2025-12-10T00:03:02.087374,113.54,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:03:03.393059,114.85,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:03.393059,114.85,rq,9390,398.5,4788.75,61.31
2025-12-10T00:03:03.393059,114.85,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:03:04.698577,116.15,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:04.698577,116.15,rq,9390,399.1,4788.75,61.31
2025-12-10T00:03:04.698577,116.15,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:03:06.005483,117.46,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:06.005483,117.46,rq,9390,408.9,4788.75,61.31
2025-12-10T00:03:06.005483,117.46,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:03:07.312828,118.77,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:07.312828,118.77,rq,9390,399.1,4788.75,61.31
2025-12-10T00:03:07.312828,118.77,uvicorn,27555,0.0,20.5,0.26
2025-12-10T00:03:08.619992,120.08,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:08.619992,120.08,rq,9390,348.8,4788.75,61.31
2025-12-10T00:03:08.619992,120.08,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:09.927319,121.38,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:09.927319,121.38,rq,9390,359.2,4788.75,61.31
2025-12-10T00:03:09.927319,121.38,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:11.232036,122.69,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:11.232036,122.69,rq,9390,398.8,4788.75,61.31
2025-12-10T00:03:11.232036,122.69,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:12.537534,123.99,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:12.537534,123.99,rq,9390,389.3,4788.75,61.31
2025-12-10T00:03:12.537534,123.99,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:13.843738,125.3,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:13.843738,125.3,rq,9390,388.2,4788.87,61.32
2025-12-10T00:03:13.843738,125.3,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:15.150876,126.61,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:15.150876,126.61,rq,9390,368.8,4788.87,61.32
2025-12-10T00:03:15.150876,126.61,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:16.455756,127.91,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:16.455756,127.91,rq,9390,418.9,4788.87,61.32
2025-12-10T00:03:16.455756,127.91,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:17.760718,129.22,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:17.760718,129.22,rq,9390,398.5,4789.0,61.32
2025-12-10T00:03:17.760718,129.22,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:19.067910,130.52,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:19.067910,130.52,rq,9390,398.9,4789.0,61.32
2025-12-10T00:03:19.067910,130.52,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:20.374762,131.83,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:20.374762,131.83,rq,9390,398.7,4789.0,61.32
2025-12-10T00:03:20.374762,131.83,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:21.682043,133.14,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:21.682043,133.14,rq,9390,389.3,4789.0,61.32
2025-12-10T00:03:21.682043,133.14,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:22.988655,134.44,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:22.988655,134.44,rq,9390,398.5,4789.0,61.32
2025-12-10T00:03:22.988655,134.44,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:24.294618,135.75,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:24.294618,135.75,rq,9390,398.7,4789.0,61.32
2025-12-10T00:03:24.294618,135.75,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:25.600232,137.06,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:25.600232,137.06,rq,9390,398.7,4789.0,61.32
2025-12-10T00:03:25.600232,137.06,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:26.906496,138.36,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:26.906496,138.36,rq,9390,348.8,4789.0,61.32
2025-12-10T00:03:26.906496,138.36,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:28.212326,139.67,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:28.212326,139.67,rq,9390,309.1,4789.0,61.32
2025-12-10T00:03:28.212326,139.67,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:29.519243,140.98,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:29.519243,140.98,rq,9390,349.1,4789.0,61.32
2025-12-10T00:03:29.519243,140.98,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:30.826055,142.28,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:30.826055,142.28,rq,9390,399.0,4789.0,61.32
2025-12-10T00:03:30.826055,142.28,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:32.131190,143.59,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:32.131190,143.59,rq,9390,349.0,4789.0,61.32
2025-12-10T00:03:32.131190,143.59,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:33.438386,144.89,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:33.438386,144.89,rq,9390,348.7,4789.0,61.32
2025-12-10T00:03:33.438386,144.89,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:34.745537,146.2,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:34.745537,146.2,rq,9390,348.6,4789.0,61.32
2025-12-10T00:03:34.745537,146.2,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:36.050468,147.51,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:36.050468,147.51,rq,9390,398.9,4789.0,61.32
2025-12-10T00:03:36.050468,147.51,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:37.357589,148.81,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:37.357589,148.81,rq,9390,388.9,4789.0,61.32
2025-12-10T00:03:37.357589,148.81,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:38.663111,150.12,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:38.663111,150.12,rq,9390,378.9,4789.12,61.32
2025-12-10T00:03:38.663111,150.12,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:39.970248,151.43,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:39.970248,151.43,rq,9390,368.7,4789.12,61.32
2025-12-10T00:03:39.970248,151.43,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:41.276535,152.73,rq,2850,0.0,13.2,0.17
2025-12-10T00:03:41.276535,152.73,rq,9390,349.2,4789.12,61.32
2025-12-10T00:03:41.276535,152.73,uvicorn,27555,0.0,21.13,0.27
2025-12-10T00:03:42.581205,154.04,rq,2850,0.0,13.2,0.17
